USPS	GEOID	NAME	LOGRADE	HIGRADE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                        
MT	3014640	Hot Springs K-12	PK	12	1390921381	9136245	537.038	3.528	47.562774	-114.597723                                                                                                                
MT	3014700	Huntley Project K-12 Schools	PK	12	1950912297	12163010	753.251	4.696	46.012918	-108.107018                                                                                                   
MT	3014760	Hysham K-12 Schools	PK	12	2532492067	17149961	977.801	6.622	46.229441	-107.285772                                                                                                            
MT	3016290	Lavina K-12 Schools	PK	12	1395589272	2317893	538.84	0.895	46.398482	-109.015696                                                                                                              
MT	3016530	Libby K-12 Schools	PK	12	3029321842	59991004	1169.628	23.163	48.269998	-115.366191                                                                                                           
MT	3016710	Lima K-12 Schools	PK	12	4190857105	46738427	1618.099	18.046	44.670877	-112.388509                                                                                                            
MT	3016810	Lincoln K-12 Schools	PK	12	1688031649	4018797	651.753	1.552	47.192032	-112.74729                                                                                                             
MT	3017580	Malta K-12 Schools	PK	12	7401478361	136026073	2857.727	52.52	48.047771	-107.932279                                                                                                           
MT	3018170	Medicine Lake K-12 Schools	PK	12	1424460517	48380724	549.987	18.68	48.518453	-104.375594                                                                                                     
MT	3019170	Nashua K-12 Schools	PK	12	1117817786	29483643	431.592	11.384	48.226547	-106.27566                                                                                                            
MT	3019740	Opheim K-12 Schools	PK	12	1869554605	763262	721.839	0.295	48.798648	-106.395283                                                                                                              
MT	3020850	Plains K-12 Schools	PK	12	1348142587	10862983	520.521	4.194	47.547658	-114.887581                                                                                                            
MT	3020960	Plentywood K-12 Schools	PK	12	2197967978	2182177	848.64	0.843	48.801291	-104.687638                                                                                                          
MT	3021000	Plevna K-12 Schools	PK	12	1862788369	1763049	719.227	0.681	46.381992	-104.659854                                                                                                             
MT	3022710	Roberts K-12 Schools	PK	12	308903886	2861352	119.268	1.105	45.375257	-109.128659                                                                                                             
MT	3022920	Rosebud K-12	PK	12	3953509135	19229455	1526.458	7.425	46.420475	-106.366041                                                                                                                  
MT	3023160	Roy K-12 Schools	PK	12	2544942716	7974055	982.608	3.079	47.426655	-108.772077                                                                                                                
MT	3023340	Ryegate K-12 Schools	PK	12	1646151303	303899	635.583	0.117	46.362643	-109.321291                                                                                                             
MT	3023670	Scobey K-12 Schools	PK	12	3693365371	1021697	1426.016	0.394	48.794429	-105.541739                                                                                                            
MT	3024930	St. Regis K-12 Schools	PK	12	1204201952	2924962	464.945	1.129	47.34603	-115.321899                                                                                                           
MT	3024990	Stanford K-12 Schools	PK	12	2155319359	491971	832.173	0.19	47.032558	-110.30532                                                                                                              
MT	3025320	Sunburst K-12 Schools	PK	12	2161665321	32845670	834.624	12.682	48.814577	-111.806232                                                                                                         
MT	3025470	Superior K-12 Schools	PK	12	1216941721	5211538	469.864	2.012	47.10028	-114.865087                                                                                                            
MT	3025950	Terry K-12 Schools	PK	12	4497780200	15092932	1736.603	5.827	46.812384	-105.503994                                                                                                            
MT	3026730	Twin Bridges K-12 Schools	PK	12	1841405228	772919	710.971	0.298	45.518316	-112.387871                                                                                                        
MT	3027270	Victor K-12 Schools	PK	12	311623659	1530318	120.319	0.591	46.404694	-114.243015                                                                                                              
MT	3027630	West Yellowstone K-12	PK	12	1072095414	53128184	413.938	20.513	44.799883	-111.19038                                                                                                          
MT	3027730	Westby K-12 Schools	PK	12	717883374	24508821	277.176	9.463	48.856368	-104.17083                                                                                                              
MT	3027930	Whitewater K-12 Schools	PK	12	1658107434	5193317	640.199	2.005	48.850386	-107.624413                                                                                                         
MT	3028020	Wibaux K-12 Schools	PK	12	2301488710	1756846	888.61	0.678	46.962966	-104.274518                                                                                                              
MT	3028380	Winifred K-12 Schools	PK	12	2092274023	15802766	807.832	6.101	47.592075	-109.272755                                                                                                          
MT	3028470	Winnett K-12 Schools	PK	12	4288047865	48927318	1655.625	18.891	47.141917	-108.226575                                                                                                         
MT	3028770	White Sulphur Springs K-12	PK	12	6194909929	7475979	2391.868	2.886	46.5857	-110.92174                                                                                                        
NE	3100002	David City Public Schools	PK	12	777172651	6455094	300.068	2.492	41.271286	-97.148787                                                                                                         
NE	3100003	East Butler Public Schools	PK	12	747873593	4380696	288.756	1.691	41.157395	-96.957198                                                                                                        
NE	3100004	Laurel-Concord Public Schools	PK	12	473567618	103212	182.845	0.04	42.454073	-97.048471                                                                                                       
NE	3100006	West Point Public Schools	PK	12	674902899	7059486	260.581	2.726	41.879623	-96.765765                                                                                                         
NE	3100008	Wisner-Pilger Public Schools	PK	12	590895109	4749717	228.146	1.834	41.988425	-96.984375                                                                                                      
NE	3100010	Anselmo-Merna Public Schools	PK	12	1265408718	1108264	488.577	0.428	41.588224	-99.851819                                                                                                     
NE	3100011	Broken Bow Public Schools	PK	12	1246983002	208747	481.463	0.081	41.338663	-99.591395                                                                                                         
NE	3100012	Callaway Public Schools	PK	12	1112229153	43973	429.434	0.017	41.198069	-99.903063                                                                                                            
NE	3100015	Cambridge Public Schools	PK	12	649832469	8783417	250.902	3.391	40.313125	-100.166445                                                                                                         
NE	3100016	Grand Island Public Schools	PK	12	87510628	752712	33.788	0.291	40.923706	-98.352896                                                                                                          
NE	3100018	Wauneta-Palisade Public Schools	PK	12	1181477466	545696	456.171	0.211	40.416877	-101.281251                                                                                                  
NE	3100020	Ewing Public Schools	PK	12	571402382	1182021	220.62	0.456	42.210858	-98.370327                                                                                                               
NE	3100021	Waverly School District 145	PK	12	686385150	1578617	265.015	0.61	40.892608	-96.511374                                                                                                        
NE	3100022	North Platte Public Schools	PK	12	676799731	10965364	261.314	4.234	41.133928	-100.753096                                                                                                     
NE	3100023	Maxwell Public Schools	PK	12	853806606	924961	329.657	0.357	41.098291	-100.551238                                                                                                            
NE	3100024	Sutherland Public Schools	PK	12	743197749	10396094	286.95	4.014	41.172887	-101.169228                                                                                                        
NE	3100025	Elkhorn Valley Schools	PK	12	547884388	2066829	211.539	0.798	42.025103	-97.805099                                                                                                            
NE	3100029	Superior Public Schools	PK	12	704736579	516930	272.1	0.2	40.077168	-98.175091                                                                                                                
NE	3100034	Ashland-Greenwood Public Schools	PK	12	252838856	9400436	97.622	3.63	41.051569	-96.386696                                                                                                    
NE	3100041	Stanton Community Schools	PK	12	486235562	5652024	187.737	2.182	41.939804	-97.214145                                                                                                         
NE	3100065	Franklin Public Schools	PK	12	884814904	458414	341.629	0.177	40.110848	-98.958212                                                                                                            
NE	3100066	Silver Lake Public Schools	PK	12	760785945	412474	293.741	0.159	40.324831	-98.640331                                                                                                         
NE	3100067	Banner County Public Schools	PK	12	2092068430	543485	807.752	0.21	41.524354	-103.677724                                                                                                      
NE	3100070	Amherst Public Schools	PK	12	407657726	55886	157.398	0.022	40.879142	-99.273353                                                                                                              
NE	3100071	Tekamah-Herman Community Schools	PK	12	679262026	8660751	262.265	3.344	41.784154	-96.228258                                                                                                  
NE	3100072	Leyton Public Schools	PK	12	1417319064	585576	547.23	0.226	41.366907	-102.924875                                                                                                             
NE	3100073	Arnold Public Schools	PK	12	1229015284	124346	474.525	0.048	41.433609	-100.209                                                                                                               
NE	3100076	Scribner-Snyder Community Schools	PK	12	299229065	3612221	115.533	1.395	41.677001	-96.703597                                                                                                 
NE	3100077	Dundy County Public Schools	PK	12	2612835705	21190000	1008.822	8.182	40.155352	-101.578085                                                                                                   
NE	3100080	Alma Public Schools	PK	12	474985085	52867581	183.393	20.412	40.112035	-99.345542                                                                                                             
NE	3100082	Stuart Public Schools	PK	12	322170736	336202	124.391	0.13	42.603037	-99.159583                                                                                                               
NE	3100085	St. Paul Public Schools	PK	12	591912607	7948388	228.539	3.069	41.24691	-98.476898                                                                                                            
NE	3100088	Norris School District 160	PK	12	553600027	4099973	213.746	1.583	40.589458	-96.637139                                                                                                        
NE	3100089	Palmer Public Schools	PK	12	364095735	4256791	140.578	1.644	41.254831	-98.246363                                                                                                             
NE	3100090	Bayard Public Schools	PK	12	680339215	854337	262.68	0.33	41.7927	-103.313089                                                                                                                 
NE	3100091	Fullerton Public Schools	PK	12	594234196	10294375	229.435	3.975	41.383754	-98.031189                                                                                                         
NE	3100095	Crete Public Schools	PK	12	484743335	5077360	187.16	1.96	40.646875	-96.885913                                                                                                                
NE	3100096	Friend Public Schools	PK	12	285613685	399946	110.276	0.154	40.631292	-97.284829                                                                                                              
NE	3100097	Morrill Public Schools	PK	12	656402843	917575	253.439	0.354	41.891862	-103.962347                                                                                                            
NE	3100098	Gering Public Schools	PK	12	459337735	796626	177.351	0.308	41.768987	-103.680262                                                                                                             
NE	3100099	Centennial Public Schools	PK	12	835047762	4222874	322.414	1.63	40.90559	-97.358625                                                                                                           
NE	3100105	Bridgeport Public Schools	PK	12	1772857474	4438364	684.504	1.714	41.732204	-102.990594                                                                                                       
NE	3100109	Southern Valley Schools	PK	12	1506276174	2075345	581.577	0.801	40.159217	-99.678802                                                                                                          
NE	3100110	South Platte Public Schools	PK	12	949578360	3568428	366.634	1.378	41.115505	-102.046918                                                                                                      
NE	3100111	Eustis-Farnam Public Schools	PK	12	1024116405	1750276	395.414	0.676	40.653715	-100.166769                                                                                                    
NE	3100112	Lakeview Community Schools	PK	12	545677779	9534530	210.687	3.681	41.532147	-97.416233                                                                                                        
NE	3100114	Logan View Public Schools	PK	12	514486720	7260309	198.644	2.803	41.628902	-96.496342                                                                                                         
NE	3100115	North Bend Central Public Schools	PK	12	645512236	14731807	249.234	5.688	41.478466	-96.769514                                                                                                
NE	3100116	Freeman Public Schools	PK	12	450993603	3914265	174.13	1.511	40.391267	-96.546837                                                                                                             
NE	3100117	Heartland Community Schools	PK	12	399983570	2227902	154.435	0.86	40.835417	-97.796943                                                                                                        
NE	3100118	Fillmore Central Public Schools	PK	12	637940474	1697770	246.31	0.656	40.54935	-97.600543                                                                                                     
NE	3100119	Nebraska Unified District 1	PK	12	1509795894	3724479	582.935	1.438	42.43028	-98.203725                                                                                                       
NE	3100120	Hitchcock County School System	PK	12	1027439472	3628362	396.697	1.401	40.159201	-100.903585                                                                                                  
NE	3100121	Doniphan-Trumbull Public Schools	PK	12	403627890	4783786	155.842	1.847	40.730948	-98.348094                                                                                                  
NE	3100122	South Central Nebraska Unified 5	PK	12	1522667384	2417599	587.905	0.933	40.343594	-98.108223                                                                                                 
NE	3100123	High Plains Community Schools	PK	12	567996910	7261356	219.305	2.804	41.148398	-97.831065                                                                                                     
NE	3100124	Bruning-Davenport Unified School System	PK	12	598478415	626601	231.074	0.242	40.317948	-97.666588                                                                                            
NE	3100125	Diller-Odell Public Schools	PK	12	528413514	6403092	204.022	2.472	40.083442	-96.872691                                                                                                       
NE	3100129	Twin Rivers Public Schools	PK	12	761467326	17451133	294.004	6.738	41.418371	-97.702385                                                                                                       
NE	3100130	Cross County Community Schools	PK	12	457382709	1025860	176.596	0.396	41.06848	-97.607904                                                                                                     
NE	3100132	Thayer Central Community Schools	PK	12	722261658	1956296	278.867	0.755	40.125416	-97.566736                                                                                                  
NE	3100133	Exeter-Milligan Public Schools	PK	12	500595420	940437	193.281	0.363	40.593328	-97.398121                                                                                                     
NE	3100134	Wilcox-Hildreth Public Schools	PK	12	728251865	98319	281.18	0.038	40.300953	-99.150196                                                                                                       
NE	3100140	Creek Valley Schools	PK	12	1483034636	416935	572.603	0.161	41.147464	-102.556385                                                                                                             
NE	3100141	Emerson-Hubbard Public Schools	PK	12	381851618	198524	147.434	0.077	42.317683	-96.676577                                                                                                     
NE	3100157	Perkins County Schools	PK	12	2095900300	2542514	809.232	0.982	40.834764	-101.695946                                                                                                          
NE	3100163	Chase County Schools	PK	12	2001063546	7895857	772.615	3.049	40.509006	-101.754056                                                                                                            
NE	3100165	Douglas County West Community Schools	PK	12	133002468	15966055	51.353	6.165	41.302449	-96.335686                                                                                             
NE	3100170	Gordon-Rushville Public Schools	KG	12	5772594020	50479941	2228.811	19.49	42.654233	-102.241786                                                                                               
NE	3100172	West Holt Public Schools	PK	12	2384027865	6596454	920.478	2.547	42.517498	-99.001698                                                                                                         
NE	3100176	Johnson County Central Public Schools	PK	12	735945773	1104212	284.15	0.426	40.428187	-96.176314                                                                                              
NE	3100178	Southwest Public Schools	PK	12	1745851160	1798674	674.077	0.694	40.204609	-100.367123                                                                                                        
NE	3100179	Humboldt Table Rock Steinauer Public Schools	PK	12	1062482118	2393611	410.227	0.924	40.181547	-95.907191                                                                                     
NE	3100183	Howells-Dodge Public Schools	PK	12	435602131	230483	168.187	0.089	41.719269	-96.934683                                                                                                       
NE	3100184	Riverside Public Schools	PK	12	793386055	1571613	306.328	0.607	41.602905	-98.256329                                                                                                          
NE	3100185	Central Valley Public Schools	KG	12	1356123991	3756957	523.602	1.451	41.503454	-98.565367                                                                                                    
NE	3100187	Boyd County Schools	PK	12	1634255616	17607083	630.99	6.798	42.880797	-98.727055                                                                                                              
NE	3101992	Elmwood-Murdock Public Schools	PK	12	293260713	850333	113.229	0.328	40.882121	-96.282977                                                                                                     
NE	3102770	Adams Central Public Schools	PK	12	859727829	1365781	331.943	0.527	40.532254	-98.444797                                                                                                      
NE	3102790	Ainsworth Community Schools	PK	12	3027943552	9741438	1169.096	3.761	42.359562	-99.92392                                                                                                      
NE	3102820	Boone Central Schools	PK	12	1078171453	516357	416.284	0.199	41.773747	-98.063711                                                                                                             
NE	3102880	Allen Consolidated Schools	PK	12	287215914	363250	110.895	0.14	42.448281	-96.849399                                                                                                          
NE	3102910	Alliance Public Schools	PK	12	2149404027	32021834	829.89	12.364	42.07803	-102.827913                                                                                                         
NE	3103060	Ansley Public Schools	PK	12	642443074	129470	248.049	0.05	41.26177	-99.376319                                                                                                                
NE	3103090	Arapahoe Public Schools	PK	12	809739658	1062540	312.642	0.41	40.32719	-99.925142                                                                                                             
NE	3103120	Arcadia Public Schools	PK	12	322568534	66969	124.544	0.026	41.428903	-99.155996                                                                                                              
NE	3103130	Arlington Public Schools	PK	12	346215449	3133489	133.675	1.21	41.487251	-96.31928                                                                                                            
NE	3103210	Arthur County Schools	PK	12	1952905799	7800136	754.021	3.012	41.582369	-101.655118                                                                                                           
NE	3103330	Auburn Public Schools	PK	12	488487076	3125558	188.606	1.207	40.414525	-95.767597                                                                                                             
NE	3103360	Aurora Public Schools	PK	12	676654186	4334595	261.258	1.674	40.883834	-98.058389                                                                                                             
NE	3103420	Axtell Community Schools	PK	12	361937246	21421	139.745	0.008	40.515031	-99.131596                                                                                                            
NE	3103440	Bancroft-Rosalie Community Schools	PK	12	311957277	1441853	120.447	0.557	42.03478	-96.548257                                                                                                 
NE	3103540	Battle Creek Public Schools	PK	12	446087319	2215499	172.235	0.855	41.975302	-97.601925                                                                                                       
NE	3103600	Beatrice Public Schools	PK	12	474849853	3650331	183.341	1.409	40.304942	-96.742051                                                                                                           
NE	3103810	Bellevue Public Schools	PK	12	71223939	2474068	27.5	0.955	41.133461	-95.91848                                                                                                                
NE	3103990	Bennington Public Schools	PK	12	107664506	1594055	41.569	0.615	41.374062	-96.172926                                                                                                          
NE	3104020	Bertrand Public Schools	PK	12	549572790	573360	212.191	0.221	40.530526	-99.653718                                                                                                            
NE	3104100	Blair Community Schools	PK	12	390364376	3625045	150.721	1.4	41.53338	-96.163679                                                                                                              
NE	3104140	Bloomfield Community Schools	PK	12	604459980	10226373	233.383	3.948	42.646128	-97.690229                                                                                                     
NE	3104200	Blue Hill Public Schools	PK	12	386690942	111678	149.302	0.043	40.309993	-98.422154                                                                                                           
NE	3104290	Brady Public Schools	PK	12	676132689	3233836	261.056	1.249	41.03007	-100.364467                                                                                                              
NE	3104640	Burwell Public Schools	PK	12	1418431494	5514815	547.659	2.129	41.920948	-99.067757                                                                                                           
NE	3104870	Cedar Bluffs Public Schools	PK	12	155771476	1563931	60.144	0.604	41.372681	-96.630431                                                                                                        
NE	3104920	Central City Public Schools	PK	12	603572251	13336019	233.041	5.149	41.140184	-98.068908                                                                                                      
NE	3104950	Raymond Central Schools	PK	12	439689853	3694905	169.765	1.427	41.038415	-96.750444                                                                                                           
NE	3104980	Chadron Public Schools	PK	12	1863701887	1581986	719.579	0.611	42.818677	-103.042604                                                                                                          
NE	3105010	Chambers Public Schools	PK	12	977380772	684933	377.369	0.264	42.145401	-98.787492                                                                                                            
NE	3105160	Clarkson Public Schools	PK	12	301792069	463290	116.523	0.179	41.721198	-97.147391                                                                                                            
NE	3105280	Cody-Kilgore Public Schools	PK	12	1152840449	5917162	445.114	2.285	42.872778	-101.188705                                                                                                     
NE	3105310	Coleridge Community Schools	PK	12	240074363	53341	92.693	0.021	42.518236	-97.223221                                                                                                          
NE	3105340	Columbus Public Schools	PK	12	152906745	13796041	59.038	5.327	41.400203	-97.453563                                                                                                           
NE	3105460	Cozad City Schools	PK	12	621074821	3302159	239.798	1.275	40.897081	-99.961723                                                                                                                
NE	3105520	Crawford Public Schools	PK	12	954506557	4106239	368.537	1.585	42.691053	-103.358867                                                                                                          
NE	3105550	Creighton Public Schools	PK	12	656087492	552230	253.317	0.213	42.488235	-97.945476                                                                                                           
NE	3105630	Crofton Community Schools	PK	12	486075832	33220455	187.675	12.826	42.753727	-97.515113                                                                                                       
NE	3105910	Deshler Public Schools	PK	12	415805265	581563	160.543	0.225	40.154316	-97.774493                                                                                                             
NE	3105970	Tri County Public Schools	PK	12	623026456	4938397	240.552	1.907	40.331282	-96.982293                                                                                                         
NE	3109120	Hayes Center Public Schools	PK	12	1418724889	406004	547.773	0.157	40.541764	-101.005006                                                                                                      
NE	3119560	Umonhon Nation Public Schools	PK	12	60731047	1827400	23.448	0.706	42.118287	-96.346295                                                                                                       
NE	3162950	Centura Public Schools	PK	12	556665880	5851332	214.93	2.259	41.051737	-98.68791                                                                                                              
NE	3169840	Dorchester Public Schools	PK	12	258905444	1363866	99.964	0.527	40.621589	-97.126041                                                                                                          
NE	3170020	Elba Public Schools	PK	12	244483319	1978067	94.396	0.764	41.316539	-98.614713                                                                                                                
NE	3170050	Elgin Public Schools	PK	12	622451070	158143	240.33	0.061	41.994833	-98.133134                                                                                                                
NE	3170110	Elkhorn Public Schools	PK	12	121079708	1355157	46.749	0.523	41.285824	-96.233693                                                                                                             
NE	3170140	Elm Creek Public Schools	PK	12	306847722	3721974	118.475	1.437	40.708177	-99.359568                                                                                                          
NE	3170220	Elwood Public Schools	PK	12	483940734	14083643	186.851	5.438	40.566716	-99.886277                                                                                                            
NE	3170440	Fairbury Public Schools	PK	12	978841143	8764601	377.933	3.384	40.13498	-97.211376                                                                                                            
NE	3170530	Falls City Public Schools	PK	12	774941829	7281813	299.207	2.812	40.108799	-95.585452                                                                                                         
NE	3170650	Fort Calhoun Community Schools	PK	12	106972184	2487233	41.302	0.96	41.431877	-95.997246                                                                                                      
NE	3170710	Fremont Public Schools	PK	12	192093163	14804941	74.168	5.716	41.417827	-96.47958                                                                                                             
NE	3170800	Garden County Schools	PK	12	4603029657	68042226	1777.24	26.271	41.628962	-102.356385                                                                                                         
NE	3170980	Gibbon Public Schools	PK	12	404154114	5805830	156.045	2.242	40.748525	-98.862695                                                                                                             
NE	3171010	Giltner Public Schools	PK	12	204308041	387924	78.884	0.15	40.768081	-98.164771                                                                                                               
NE	3171100	Gothenburg Public Schools	PK	12	811860281	864736	313.461	0.334	40.995816	-100.176551                                                                                                         
NE	3171220	Gretna Public Schools	PK	12	210322171	10025804	81.206	3.871	41.120891	-96.263847                                                                                                             
NE	3171370	Hampton Public Schools	PK	12	196523519	488227	75.878	0.189	40.902124	-97.880703                                                                                                              
NE	3171520	Hartington Newcastle Public Schools	PK	12	973180037	11478773	375.747	4.432	42.666752	-97.140554                                                                                              
NE	3171550	Harvard Public Schools	PK	12	287597408	586955	111.042	0.227	40.629521	-98.097974                                                                                                             
NE	3171580	Hastings Public Schools	PK	12	35431159	416064	13.68	0.161	40.582993	-98.372823                                                                                                               
NE	3171610	Hay Springs Public Schools	PK	12	783053623	259770	302.339	0.1	42.620681	-102.704355                                                                                                          
NE	3171730	Hemingford Public Schools	PK	12	2532703434	6441030	977.882	2.487	42.364446	-103.121509                                                                                                       
NE	3171820	Hershey Public Schools	PK	12	909028453	1707276	350.978	0.659	41.192535	-100.972082                                                                                                           
NE	3171940	Holdrege Public Schools	PK	12	556739277	102335	214.958	0.04	40.463931	-99.350953                                                                                                             
NE	3172000	Homer Community Schools	PK	12	273567380	3315234	105.625	1.28	42.357343	-96.493462                                                                                                            
NE	3172150	Humphrey Public Schools	PK	12	405667704	505693	156.629	0.195	41.677709	-97.551421                                                                                                            
NE	3172210	Hyannis Area Schools	PK	12	4036299136	52257033	1558.424	20.177	42.048167	-101.811317                                                                                                         
NE	3172335	Johnson-Brock Public Schools	PK	12	470304377	370379	181.586	0.143	40.400017	-95.999774                                                                                                       
NE	3172390	Kearney Public Schools	PK	12	534920060	5533370	206.534	2.136	40.720084	-99.1053                                                                                                              
NE	3172420	Kenesaw Public Schools	PK	12	286626015	1008284	110.667	0.389	40.629109	-98.663407                                                                                                            
NE	3172480	Keya Paha County Schools	PK	12	2063525309	2217819	796.732	0.856	42.874181	-99.700992                                                                                                         
NE	3172570	Kimball Public Schools	PK	12	1860329374	1448446	718.277	0.559	41.207619	-103.772867                                                                                                          
NE	3172720	Leigh Community Schools	PK	12	287925534	478953	111.169	0.185	41.705976	-97.263334                                                                                                            
NE	3172780	Lewiston Consolidated Schools	PK	12	653922133	5448410	252.481	2.104	40.181174	-96.420337                                                                                                     
NE	3172810	Lexington Public Schools	PK	12	641689081	3161697	247.758	1.221	40.809781	-99.738574                                                                                                          
NE	3172840	Lincoln Public Schools	PK	12	353416825	4659421	136.455	1.799	40.796462	-96.706376                                                                                                            
NE	3172910	Litchfield Public Schools	PK	12	438448509	109879	169.286	0.042	41.149207	-99.195296                                                                                                          
NE	3172990	Loomis Public Schools	PK	12	386303456	212821	149.153	0.082	40.470829	-99.49755                                                                                                               
NE	3173050	Louisville Public Schools	PK	12	169791681	8570620	65.557	3.309	40.995359	-96.130961                                                                                                          
NE	3173090	Loup City Public Schools	PK	12	968359252	14226247	373.886	5.493	41.271218	-98.930775                                                                                                         
NE	3173120	Loup County Public Schools	PK	12	1455249158	19565477	561.875	7.554	41.865003	-99.418376                                                                                                      
NE	3173210	Lyons-Decatur Northeast Schools	PK	12	398396863	4593029	153.822	1.773	41.970434	-96.376458                                                                                                   
NE	3173230	Madison Public Schools	PK	12	529407866	819276	204.406	0.316	41.822875	-97.493458                                                                                                             
NE	3173290	Malcolm Public Schools	PK	12	198480103	7671936	76.634	2.962	40.897401	-96.841413                                                                                                             
NE	3173440	Maywood Public Schools	PK	12	1057292108	594163	408.223	0.229	40.691415	-100.647789                                                                                                           
NE	3173470	McCook Public Schools	PK	12	718766689	6680819	277.517	2.579	40.239073	-100.661781                                                                                                            
NE	3173500	McCool Junction Public Schools	PK	12	199399663	1909875	76.989	0.737	40.739549	-97.601536                                                                                                     
NE	3173560	McPherson County Schools	PK	12	2126302590	2525251	820.97	0.975	41.55668	-101.029433                                                                                                          
NE	3173590	Mead Public Schools	PK	12	241499625	1537988	93.244	0.594	41.22478	-96.497656                                                                                                                 
NE	3173600	Medicine Valley Public Schools	PK	12	789275788	327241	304.741	0.126	40.635409	-100.512897                                                                                                    
NE	3173660	Meridian Public Schools	PK	12	404000097	1107454	155.985	0.428	40.328346	-97.320688                                                                                                           
NE	3173710	Milford Public Schools	PK	12	303247204	2894177	117.084	1.117	40.766875	-97.032346                                                                                                            
NE	3173740	Millard Public Schools	PK	12	94595828	1935778	36.524	0.747	41.214371	-96.154259                                                                                                              
NE	3173800	Minatare Public Schools	PK	12	39929377	49164	15.417	0.019	41.80732	-103.470319                                                                                                               
NE	3173830	Minden Public Schools	PK	12	908354061	211662	350.717	0.082	40.455361	-98.887725                                                                                                              
NE	3173890	Mitchell Public Schools	PK	12	381703149	479738	147.376	0.185	41.993732	-103.784356                                                                                                           
NE	3174040	Mullen Public Schools	PK	12	3703647419	6366450	1429.986	2.458	42.0654	-101.149697                                                                                                            
NE	3174160	Nebraska City Public Schools	PK	12	471196818	6933649	181.93	2.677	40.657637	-95.89273                                                                                                        
NE	3174200	Conestoga Public Schools	PK	12	314613661	3013988	121.473	1.164	40.879763	-95.941981                                                                                                          
NE	3174220	Neligh-Oakdale Schools	PK	12	468807720	1512620	181.008	0.584	42.183568	-97.980286                                                                                                            
NE	3174340	Newman Grove Public Schools	PK	12	411734188	234137	158.971	0.09	41.767322	-97.77937                                                                                                          
NE	3174370	Niobrara Public Schools	PK	12	481317695	16175021	185.838	6.245	42.734599	-97.987072                                                                                                          
NE	3174430	Norfolk Public Schools	PK	12	368509508	3857716	142.282	1.489	42.056767	-97.375855                                                                                                            
NE	3174580	Northwest Public Schools	PK	12	624271666	5309699	241.033	2.05	40.995284	-98.347465                                                                                                           
NE	3174640	Oakland Craig Public Schools	PK	12	316976828	1116454	122.385	0.431	41.821778	-96.434499                                                                                                      
NE	3174760	Ogallala Public Schools	PK	12	1359577555	6001418	524.936	2.317	41.191462	-101.691085                                                                                                         
NE	3174820	Omaha Public Schools	PK	12	339237746	9565466	130.98	3.693	41.290006	-96.013142                                                                                                               
NE	3174850	O'Neill Public Schools	PK	12	1690954794	884226	652.881	0.341	42.534165	-98.575058                                                                                                            
NE	3174940	Ord Public Schools	PK	12	1169212965	5143597	451.436	1.986	41.603247	-98.972782                                                                                                               
NE	3175000	Osceola Public Schools	PK	12	332866579	622667	128.521	0.24	41.228224	-97.570129                                                                                                              
NE	3175030	Osmond Public Schools	PK	12	278370346	70635	107.479	0.027	42.362626	-97.592772                                                                                                               
NE	3175060	Overton Public Schools	PK	12	326160775	5526691	125.931	2.134	40.764559	-99.512529                                                                                                            
