USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
MI	26025	01622955	Calhoun County	1829198158	31268858	706.257	12.073	42.24299	-85.012385                                                                                                                 
MI	26027	01622956	Cass County	1269367168	47147839	490.105	18.204	41.917243	-86.000142                                                                                                                   
MI	26029	01622957	Charlevoix County	1078288789	2522931119	416.33	974.109	45.513164	-85.450392                                                                                                           
MI	26031	01622958	Cheboygan County	1852551605	440619495	715.274	170.124	45.476121	-84.495273                                                                                                            
MI	26033	01622959	Chippewa County	4036515588	2952489037	1558.507	1139.962	46.321819	-84.52063                                                                                                           
MI	26035	01622960	Clare County	1461700230	28500463	564.366	11.004	43.991137	-84.838325                                                                                                                  
MI	26037	01622961	Clinton County	1467017476	21098128	566.419	8.146	42.950455	-84.591695                                                                                                                 
MI	26039	01622962	Crawford County	1441075564	17920099	556.402	6.919	44.680175	-84.611343                                                                                                                
MI	26041	01622963	Delta County	3033137838	2124389419	1171.101	820.231	45.805229	-86.901938                                                                                                              
MI	26043	01622964	Dickinson County	1970845136	40505948	760.948	15.639	46.012825	-87.866123                                                                                                              
MI	26045	01622965	Eaton County	1489766542	10958773	575.202	4.231	42.58953	-84.84645                                                                                                                     
MI	26047	01622966	Emmet County	1210868924	1073491049	467.519	414.477	45.590094	-84.986822                                                                                                               
MI	26049	01622967	Genesee County	1649727711	32694965	636.963	12.624	43.021077	-83.706372                                                                                                                
MI	26051	01622968	Gladwin County	1299620449	36677053	501.786	14.161	43.98975	-84.389816                                                                                                                 
MI	26053	01622969	Gogebic County	2854517985	970153167	1102.136	374.578	46.461513	-89.806863                                                                                                             
MI	26055	01622970	Grand Traverse County	1202632771	354763527	464.339	136.975	44.718688	-85.553848                                                                                                       
MI	26057	01622971	Gratiot County	1472098936	8369164	568.381	3.231	43.292326	-84.60469                                                                                                                   
MI	26059	01622972	Hillsdale County	1549207127	22939158	598.152	8.857	41.927461	-84.637479                                                                                                               
MI	26061	01622973	Houghton County	2613558380	1275354761	1009.101	492.417	46.998432	-88.651909                                                                                                           
MI	26063	01622974	Huron County	2165345386	3368948803	836.045	1300.758	43.907616	-82.857045                                                                                                              
MI	26065	01622975	Ingham County	1440364339	11878075	556.128	4.586	42.603534	-84.373811                                                                                                                  
MI	26067	01622976	Ionia County	1479707916	22593308	571.318	8.723	42.94465	-85.073766                                                                                                                    
MI	26069	01622977	Iosco County	1422175727	3473066854	549.105	1340.959	44.329482	-82.849444                                                                                                              
MI	26071	01622978	Iron County	3019919279	116800609	1165.997	45.097	46.170254	-88.540526                                                                                                                 
MI	26073	01622979	Isabella County	1483282619	12948097	572.699	4.999	43.645233	-84.839424                                                                                                                
MI	26075	01622980	Jackson County	1817861892	55976398	701.88	21.613	42.248474	-84.420868                                                                                                                 
MI	26077	01622981	Kalamazoo County	1455799921	47165471	562.088	18.211	42.246266	-85.532854                                                                                                              
MI	26079	01622982	Kalkaska County	1449729125	28020185	559.744	10.819	44.678881	-85.088992                                                                                                               
MI	26081	01622983	Kent County	2196437063	61882735	848.049	23.893	43.032497	-85.547446                                                                                                                   
MI	26083	01622984	Keweenaw County	1398883257	14053673397	540.112	5426.154	47.681974	-88.148797                                                                                                          
MI	26085	01622985	Lake County	1470021792	17522522	567.579	6.765	43.995187	-85.8114                                                                                                                      
MI	26087	01622986	Lapeer County	1669484578	47274003	644.592	18.253	43.088633	-83.224325                                                                                                                 
MI	26089	01622987	Leelanau County	899243343	5659103852	347.2	2184.992	45.146182	-86.051574                                                                                                              
MI	26091	01622988	Lenawee County	1941541486	30482189	749.633	11.769	41.896022	-84.074356                                                                                                                
MI	26093	01622989	Livingston County	1463980375	52213955	565.246	20.16	42.602532	-83.911718                                                                                                              
MI	26095	01622990	Luce County	2328593563	2624711552	899.075	1013.407	46.940602	-85.582368                                                                                                               
MI	26097	01622991	Mackinac County	2646617352	2793791917	1021.865	1078.689	46.167868	-85.303762                                                                                                          
MI	26099	01622992	Macomb County	1241247601	237430796	479.248	91.673	42.671553	-82.911456                                                                                                                
MI	26101	01622993	Manistee County	1404616462	1912440723	542.325	738.398	44.350385	-86.602967                                                                                                            
MI	26103	01622994	Marquette County	4685391001	4185367735	1809.04	1615.98	46.656596	-87.584028                                                                                                           
MI	26105	01622995	Mason County	1281971751	1935608089	494.972	747.342	43.996636	-86.750814                                                                                                               
MI	26107	01622996	Mecosta County	1437746376	41762974	555.117	16.125	43.635295	-85.332751                                                                                                                
MI	26109	01622997	Menominee County	2704053271	761798741	1044.041	294.132	45.536207	-87.501811                                                                                                           
MI	26111	01622998	Midland County	1337113497	30578223	516.262	11.806	43.648203	-84.379414                                                                                                                
MI	26113	01622999	Missaukee County	1462793644	23588781	564.788	9.108	44.325424	-85.085471                                                                                                               
MI	26115	01623000	Monroe County	1422800567	338220996	549.346	130.588	41.916097	-83.487106                                                                                                               
MI	26117	01623001	Montcalm County	1826792558	39945588	705.329	15.423	43.312782	-85.149468                                                                                                               
MI	26119	01623002	Montmorency County	1415881033	41352699	546.675	15.966	45.024134	-84.130107                                                                                                            
MI	26121	01623003	Muskegon County	1305064357	2476380060	503.888	956.136	43.289258	-86.751892                                                                                                            
MI	26123	01623004	Newaygo County	2172732924	59056457	838.897	22.802	43.562712	-85.791372                                                                                                                
MI	26125	01623005	Oakland County	2246566547	103166476	867.404	39.833	42.660452	-83.38421                                                                                                                
MI	26127	01623006	Oceana County	1393655084	1988740920	538.093	767.857	43.647255	-86.807575                                                                                                              
MI	26129	01623007	Ogemaw County	1459466633	29641292	563.503	11.445	44.33328	-84.128073                                                                                                                  
MI	26131	01623008	Ontonagon County	3395416179	6292279422	1310.978	2429.463	47.216602	-89.500463                                                                                                         
MI	26133	01623009	Osceola County	1466674351	17425112	566.286	6.728	43.997552	-85.322283                                                                                                                 
MI	26135	01623010	Oscoda County	1465088063	15136485	565.674	5.844	44.687257	-84.126905                                                                                                                  
MI	26137	01623011	Otsego County	1333913825	28997148	515.027	11.196	45.021787	-84.576603                                                                                                                 
MI	26139	01623012	Ottawa County	1459502408	2765830983	563.517	1067.893	42.942461	-86.654946                                                                                                             
MI	26141	01623013	Presque Isle County	1706069997	4957327101	658.717	1914.035	45.489515	-83.384019                                                                                                       
MI	26143	01623014	Roscommon County	1346526278	155723123	519.897	60.125	44.339517	-84.611271                                                                                                             
MI	26145	01623015	Saginaw County	2073196027	40145325	800.465	15.5	43.328267	-84.05541                                                                                                                   
MI	26147	01625033	St. Clair County	1868189426	298352909	721.312	115.195	42.928803	-82.668913                                                                                                            
MI	26149	01625034	St. Joseph County	1296536370	52915576	500.596	20.431	41.911488	-85.52287                                                                                                              
MI	26151	01623016	Sanilac County	2493045477	1624882510	962.57	627.371	43.449155	-82.642815                                                                                                              
MI	26153	01623017	Schoolcraft County	3035145668	1844210518	1171.876	712.054	46.021122	-86.197029                                                                                                        
MI	26155	01623018	Shiawassee County	1375178357	25853173	530.959	9.982	42.951545	-84.146352                                                                                                              
MI	26157	01623019	Tuscola County	2083665459	283352444	804.508	109.403	43.487902	-83.436618                                                                                                              
MI	26159	01623020	Van Buren County	1574182109	1248655439	607.795	482.109	42.28215	-86.306076                                                                                                            
MI	26161	01623021	Washtenaw County	1828460768	42602260	705.973	16.449	42.252217	-83.843423                                                                                                              
MI	26163	01623022	Wayne County	1585054265	157347279	611.993	60.752	42.284664	-83.261953                                                                                                                 
MI	26165	01623023	Wexford County	1463148723	27182043	564.925	10.495	44.331375	-85.570046                                                                                                                
MN	27001	00663198	Aitkin County	4718433597	449373340	1821.797	173.504	46.602446	-93.41976                                                                                                               
MN	27003	00659447	Anoka County	1092919450	62411173	421.979	24.097	45.27411	-93.242723                                                                                                                   
MN	27005	00659448	Becker County	3406054658	336952350	1315.085	130.098	46.937629	-95.741757                                                                                                              
MN	27007	00659449	Beltrami County	6487155243	1426286994	2504.705	550.693	47.879508	-95.00505                                                                                                            
MN	27009	00659450	Benton County	1057483355	12286988	408.297	4.744	45.701225	-94.00144                                                                                                                   
MN	27011	00659451	Big Stone County	1292859684	74958397	499.176	28.942	45.419925	-96.402226                                                                                                              
MN	27013	00659452	Blue Earth County	1936734380	46116969	747.777	17.806	44.03371	-94.064012                                                                                                              
MN	27015	00659453	Brown County	1582706895	18537419	611.087	7.157	44.246541	-94.733647                                                                                                                   
MN	27017	00659454	Carlton County	2230766990	36187852	861.304	13.972	46.603818	-92.671044                                                                                                                
MN	27019	00659455	Carver County	917370948	56746217	354.199	21.91	44.82132	-93.800091                                                                                                                    
MN	27021	00659456	Cass County	5235592037	1016632998	2021.473	392.524	46.951745	-94.333705                                                                                                               
MN	27023	00659457	Chippewa County	1505064472	17233194	581.109	6.654	45.028625	-95.564108                                                                                                                
MN	27025	00659458	Chisago County	1074597625	71170833	414.904	27.479	45.505444	-92.903849                                                                                                                
MN	27027	00659459	Clay County	2707051032	19306173	1045.198	7.454	46.898377	-96.494901                                                                                                                   
MN	27029	00659460	Clearwater County	2586701770	80451797	998.731	31.063	47.575873	-95.371117                                                                                                             
MN	27031	00659461	Cook County	3761649142	4887913854	1452.381	1887.234	47.538569	-90.290189                                                                                                              
MN	27033	00659462	Cottonwood County	1657524495	22247750	639.974	8.59	44.010639	-95.183152                                                                                                               
MN	27035	00659463	Crow Wing County	2585751023	409699952	998.364	158.186	46.491653	-94.070718                                                                                                            
MN	27037	00659464	Dakota County	1456708511	63156958	562.438	24.385	44.670893	-93.062481                                                                                                                 
MN	27039	00659465	Dodge County	1137724828	800245	439.278	0.309	44.020706	-92.869353                                                                                                                     
MN	27041	00659466	Douglas County	1649183865	215620610	636.753	83.252	45.936829	-95.462156                                                                                                               
MN	27043	00659467	Faribault County	1845309110	24414852	712.478	9.427	43.676522	-93.947234                                                                                                               
MN	27045	00659468	Fillmore County	2230746819	2055506	861.296	0.794	43.679187	-92.093937                                                                                                                 
MN	27047	00659469	Freeborn County	1831823843	39237837	707.271	15.15	43.674202	-93.350289                                                                                                                
MN	27049	00659470	Goodhue County	1960290907	60947204	756.873	23.532	44.406178	-92.716                                                                                                                   
MN	27051	00659471	Grant County	1418785987	71704973	547.796	27.685	45.930743	-96.010699                                                                                                                  
MN	27053	00659472	Hennepin County	1434458964	136553032	553.848	52.723	45.006121	-93.475228                                                                                                              
MN	27055	00659473	Houston County	1429786025	43494665	552.043	16.793	43.66699	-91.501556                                                                                                                 
MN	27057	00659474	Hubbard County	2398342769	190327784	926.005	73.486	47.095551	-94.91329                                                                                                                
MN	27059	00659475	Isanti County	1128574114	41160302	435.745	15.892	45.562431	-93.296339                                                                                                                 
MN	27061	00659476	Itasca County	6908319602	674844733	2667.317	260.559	47.490817	-93.611102                                                                                                              
MN	27063	00659477	Jackson County	1820689416	42120425	702.972	16.263	43.671111	-95.149731                                                                                                                
MN	27065	00659478	Kanabec County	1351000098	31233444	521.624	12.059	45.94776	-93.297788                                                                                                                 
MN	27067	00659479	Kandiyohi County	2065234175	168250932	797.391	64.962	45.152714	-95.004981                                                                                                             
MN	27069	00659480	Kittson County	2845915561	12391036	1098.814	4.784	48.77604	-96.780349                                                                                                                 
MN	27071	00659481	Koochiching County	8039869545	128952195	3104.211	49.789	48.245489	-93.782842                                                                                                          
MN	27073	00659482	Lac qui Parle County	1981394517	33643134	765.021	12.99	44.999856	-96.176836                                                                                                           
MN	27075	00659484	Lake County	5462973382	2282686849	2109.266	881.35	47.517111	-91.411704                                                                                                                
MN	27077	00659483	Lake of the Woods County	3361462402	1247519337	1297.868	481.67	48.7681	-94.904633                                                                                                     
MN	27079	00659485	Le Sueur County	1162049817	65135543	448.67	25.149	44.373424	-93.730143                                                                                                                
MN	27081	00659486	Lincoln County	1390257747	30175154	536.782	11.651	44.408238	-96.272032                                                                                                                
MN	27083	00659487	Lyon County	1850315129	18794794	714.411	7.257	44.409195	-95.847268                                                                                                                    
MN	27085	00659491	McLeod County	1272941861	36368633	491.486	14.042	44.821657	-94.272323                                                                                                                 
MN	27087	00659488	Mahnomen County	1444868073	64851531	557.867	25.039	47.328387	-95.811089                                                                                                               
MN	27089	00659489	Marshall County	4597384466	98019626	1775.06	37.846	48.362728	-96.357761                                                                                                               
MN	27091	00659490	Martin County	1844928054	44669375	712.331	17.247	43.677118	-94.537252                                                                                                                 
MN	27093	00659492	Meeker County	1574889102	95071910	608.068	36.707	45.123155	-94.527346                                                                                                                 
MN	27095	00659493	Mille Lacs County	1482415014	282932659	572.364	109.241	45.929043	-93.632996                                                                                                           
MN	27097	00659494	Morrison County	2913980720	73275534	1125.094	28.292	46.020484	-94.266619                                                                                                              
MN	27099	00659495	Mower County	1842332264	617233	711.328	0.238	43.666249	-92.759514                                                                                                                     
MN	27101	00659496	Murray County	1825063790	38438283	704.661	14.841	44.015594	-95.761581                                                                                                                 
MN	27103	00659497	Nicollet County	1161978443	47471908	448.642	18.329	44.35882	-94.245684                                                                                                                
MN	27105	00659498	Nobles County	1852084984	19315966	715.094	7.458	43.677686	-95.763132                                                                                                                  
MN	27107	00659499	Norman County	2260512791	10208058	872.789	3.941	47.329453	-96.463776                                                                                                                  
MN	27109	00659500	Olmsted County	1692581423	3505507	653.509	1.353	43.999494	-92.410108                                                                                                                  
MN	27111	00659501	Otter Tail County	5107063593	654473685	1971.848	252.694	46.405727	-95.714581                                                                                                          
MN	27113	00659502	Pennington County	1596928760	4332056	616.578	1.673	48.069247	-96.037725                                                                                                               
MN	27115	00659503	Pine County	3655220987	60262764	1411.289	23.268	46.10094	-92.763094                                                                                                                   
MN	27117	00659504	Pipestone County	1204488112	2348855	465.055	0.907	44.015361	-96.257015                                                                                                                
MN	27119	00659505	Polk County	5105054568	69201099	1971.073	26.719	47.774254	-96.400027                                                                                                                  
MN	27121	00659506	Pope County	1734134606	123231111	669.553	47.58	45.589623	-95.446705                                                                                                                   
MN	27123	00659507	Ramsey County	394246995	46264475	152.22	17.863	45.015204	-93.099965                                                                                                                   
MN	27125	00659508	Red Lake County	1119929323	227815	432.407	0.088	47.865487	-96.08718                                                                                                                   
MN	27127	00659509	Redwood County	2275493333	8220827	878.573	3.174	44.403536	-95.254241                                                                                                                  
MN	27129	00659510	Renville County	2545744686	10851893	982.918	4.19	44.723697	-94.955617                                                                                                                 
MN	27131	00659511	Rice County	1284215164	52066242	495.838	20.103	44.350734	-93.298505                                                                                                                   
MN	27133	00659512	Rock County	1249560755	698231	482.458	0.27	43.669587	-96.263238                                                                                                                       
MN	27135	00659513	Roseau County	4329471925	16913419	1671.619	6.53	48.761068	-95.821504                                                                                                                  
MN	27137	00662850	St. Louis County	16181664972	1584404426	6247.776	611.742	47.578635	-92.51457                                                                                                          
MN	27139	00659514	Scott County	922683745	31384772	356.25	12.118	44.651805	-93.533731                                                                                                                    
MN	27141	00659515	Sherburne County	1121230376	46966084	432.909	18.134	45.453176	-93.76913                                                                                                               
MN	27143	00659516	Sibley County	1525073951	30338003	588.834	11.714	44.575734	-94.230123                                                                                                                 
MN	27145	00659517	Stearns County	3477861781	122135304	1342.81	47.157	45.555235	-94.610482                                                                                                               
MN	27147	00659518	Steele County	1112775685	6976791	429.645	2.694	44.015261	-93.220453                                                                                                                   
MN	27149	00659519	Stevens County	1459744436	30322722	563.611	11.708	45.593461	-95.992315                                                                                                                
MN	27151	00659520	Swift County	1921871297	26208675	742.039	10.119	45.27581	-95.690124                                                                                                                   
MN	27153	00659521	Todd County	2447446073	89448980	944.964	34.536	46.066569	-94.900576                                                                                                                   
MN	27155	00659522	Traverse County	1486320975	31025234	573.872	11.979	45.769935	-96.474832                                                                                                               
MN	27157	00659523	Wabasha County	1354450835	68863104	522.956	26.588	44.289693	-92.23334                                                                                                                 
MN	27159	00659524	Wadena County	1388950411	18009900	536.277	6.954	46.586986	-94.988608                                                                                                                  
MN	27161	00659525	Waseca County	1096505107	24893715	423.363	9.612	44.01846	-93.589844                                                                                                                   
MN	27163	00659526	Washington County	995612473	99462943	384.408	38.403	45.037929	-92.890117                                                                                                              
MN	27165	00659527	Watonwan County	1126526388	12370135	434.954	4.776	43.978109	-94.613798                                                                                                                
MN	27167	00659528	Wilkin County	1945079891	482554	751.	0.186	46.362335	-96.476657                                                                                                                       
MN	27169	00659529	Winona County	1621638202	40051923	626.118	15.464	43.982268	-91.776708                                                                                                                 
MN	27171	00659530	Wright County	1712292171	137609477	661.12	53.131	45.175091	-93.966396                                                                                                                 
MN	27173	00659531	Yellow Medicine County	1966062958	10687958	759.101	4.127	44.715736	-95.862756                                                                                                         
MS	28001	00695726	Adams County	1197464274	65273639	462.344	25.202	31.486223	-91.351794                                                                                                                  
MS	28003	00711755	Alcorn County	1036110423	3408033	400.044	1.316	34.886569	-88.581109                                                                                                                   
MS	28005	00695727	Amite County	1890950867	3877823	730.1	1.497	31.203933	-90.795542                                                                                                                      
MS	28007	00695728	Attala County	1903529294	4425860	734.957	1.709	33.09047	-89.588622                                                                                                                    
MS	28009	00695729	Benton County	1053131406	5279183	406.616	2.038	34.810518	-89.200285                                                                                                                   
MS	28011	00695730	Bolivar County	2270541560	75515374	876.661	29.157	33.799139	-90.88412                                                                                                                 
MS	28013	00695731	Calhoun County	1519218196	3590388	586.573	1.386	33.936634	-89.337114                                                                                                                  
MS	28015	00695732	Carroll County	1627263554	16304135	628.29	6.295	33.440795	-89.918887                                                                                                                  
MS	28017	00695733	Chickasaw County	1299609262	6380767	501.782	2.464	33.933277	-88.947558                                                                                                                
MS	28019	00695734	Choctaw County	1083122609	4297812	418.196	1.659	33.345964	-89.251332                                                                                                                  
MS	28021	00695735	Claiborne County	1262400019	35711134	487.415	13.788	31.97281	-90.915424                                                                                                               
MS	28023	00695736	Clarke County	1791177225	5069761	691.577	1.957	32.045374	-88.687976                                                                                                                   
MS	28025	00695737	Clay County	1062066008	15393112	410.066	5.943	33.65967	-88.782468                                                                                                                     
MS	28027	00695738	Coahoma County	1430939219	79418660	552.489	30.664	34.22867	-90.603165                                                                                                                 
MS	28029	00695739	Copiah County	2013158779	5644780	777.285	2.179	31.866915	-90.448758                                                                                                                   
MS	28031	00695740	Covington County	1071784943	2880713	413.818	1.112	31.633331	-89.548897                                                                                                                
MS	28033	00695741	DeSoto County	1233660370	53520357	476.319	20.664	34.874266	-89.99324                                                                                                                  
MS	28035	00695742	Forrest County	1207042884	10872916	466.042	4.198	31.18858	-89.259447                                                                                                                  
MS	28037	00695743	Franklin County	1460658783	7250805	563.964	2.8	31.477773	-90.895457                                                                                                                   
MS	28039	00695744	George County	1239817242	12838126	478.696	4.957	30.855431	-88.642268                                                                                                                  
MS	28041	00695745	Greene County	1845978522	15435970	712.736	5.96	31.212845	-88.634811                                                                                                                   
MS	28043	00695746	Grenada County	1093291084	70659563	422.122	27.282	33.770031	-89.80274                                                                                                                 
MS	28045	00711756	Hancock County	1227560680	204096125	473.964	78.802	30.391641	-89.482791                                                                                                               
MS	28047	00695747	Harrison County	1485725579	1064606458	573.642	411.047	30.416536	-89.083376                                                                                                            
MS	28049	00695748	Hinds County	2252697076	19450105	869.771	7.51	32.267788	-90.466017                                                                                                                    
MS	28051	00695749	Holmes County	1959776826	20568825	756.674	7.942	33.125942	-90.091197                                                                                                                  
MS	28053	00695750	Humphreys County	1083947282	32942666	418.514	12.719	33.130996	-90.523421                                                                                                              
MS	28055	00695751	Issaquena County	1069782903	73507441	413.046	28.381	32.755539	-91.003535                                                                                                              
MS	28057	00695752	Itawamba County	1379933023	19825536	532.795	7.655	34.281075	-88.363127                                                                                                                
MS	28059	00695753	Jackson County	1872035474	830366003	722.797	320.606	30.456005	-88.625101                                                                                                              
MS	28061	00695754	Jasper County	1751451435	3181592	676.239	1.228	32.016989	-89.11943                                                                                                                    
MS	28063	00695755	Jefferson County	1346620559	18988092	519.933	7.331	31.733633	-91.043878                                                                                                               
MS	28065	00695756	Jefferson Davis County	1057871312	1791496	408.446	0.692	31.564808	-89.827086                                                                                                          
MS	28067	00695757	Jones County	1799554021	12681687	694.812	4.896	31.616601	-89.168532                                                                                                                   
MS	28069	00695758	Kemper County	1984403109	2182350	766.182	0.843	32.750136	-88.625631                                                                                                                   
MS	28071	00695759	Lafayette County	1636080577	123113347	631.694	47.534	34.349298	-89.485903                                                                                                             
MS	28073	00695760	Lamar County	1286381287	8599922	496.675	3.32	31.197586	-89.506369                                                                                                                     
MS	28075	00695761	Lauderdale County	1822458570	29780252	703.655	11.498	32.403998	-88.660449                                                                                                             
MS	28077	00695762	Lawrence County	1115449622	13188412	430.678	5.092	31.550009	-90.10753                                                                                                                 
MS	28079	00695763	Leake County	1509697183	6376466	582.897	2.462	32.76063	-89.52225                                                                                                                      
MS	28081	00695764	Lee County	1165367704	8349355	449.951	3.224	34.29237	-88.682439                                                                                                                       
MS	28083	00695765	Leflore County	1538645695	31868197	594.074	12.304	33.54979	-90.294934                                                                                                                 
MS	28085	00695766	Lincoln County	1518074192	5291052	586.132	2.043	31.535216	-90.453566                                                                                                                  
MS	28087	00695767	Lowndes County	1309092512	28545194	505.443	11.021	33.471424	-88.439723                                                                                                                
MS	28089	00695768	Madison County	1850581711	71295137	714.514	27.527	32.63437	-90.03416                                                                                                                  
MS	28091	00695769	Marion County	1404769594	16149942	542.385	6.236	31.230167	-89.821712                                                                                                                  
MS	28093	00695770	Marshall County	1829011194	9173803	706.185	3.542	34.76619	-89.504231                                                                                                                  
MS	28095	00695771	Monroe County	1981570180	18148673	765.089	7.007	33.89003	-88.485038                                                                                                                   
MS	28097	00711757	Montgomery County	1054074714	2352279	406.981	0.908	33.500714	-89.639625                                                                                                               
MS	28099	00695772	Neshoba County	1476641122	3830971	570.134	1.479	32.752518	-89.119274                                                                                                                  
MS	28101	00695773	Newton County	1496636749	4525334	577.855	1.747	32.40197	-89.118412                                                                                                                    
MS	28103	00695774	Noxubee County	1800451918	12487951	695.158	4.822	33.106508	-88.566004                                                                                                                 
MS	28105	00695775	Oktibbeha County	1186831624	9568768	458.238	3.695	33.422313	-88.876151                                                                                                                
MS	28107	00695776	Panola County	1774595247	51686997	685.175	19.956	34.365205	-89.963065                                                                                                                 
MS	28109	00695777	Pearl River County	2101301898	20778645	811.317	8.023	30.774793	-89.586904                                                                                                             
MS	28111	00695778	Perry County	1676259644	7754347	647.207	2.994	31.169307	-88.988755                                                                                                                    
MS	28113	00711758	Pike County	1059350500	4341105	409.018	1.676	31.177516	-90.397728                                                                                                                     
MS	28115	00695803	Pontotoc County	1289201714	8437676	497.764	3.258	34.227081	-89.037239                                                                                                                 
MS	28117	00695779	Prentiss County	1074807464	8324262	414.985	3.214	34.620566	-88.522184                                                                                                                 
MS	28119	00695780	Quitman County	1048975541	3676001	405.012	1.419	34.252833	-90.290171                                                                                                                  
MS	28121	00695781	Rankin County	2008615552	79136591	775.531	30.555	32.267123	-89.946063                                                                                                                 
MS	28123	00695782	Scott County	1577902071	3001523	609.231	1.159	32.427127	-89.533209                                                                                                                    
MS	28125	00695783	Sharkey County	1118149687	8806463	431.72	3.4	32.892395	-90.827613                                                                                                                     
MS	28127	00695784	Simpson County	1525930825	3378528	589.165	1.304	31.902505	-89.917709                                                                                                                  
MS	28129	00695785	Smith County	1647926083	2599432	636.268	1.004	32.019029	-89.494877                                                                                                                    
MS	28131	00695786	Stone County	1153800123	6712351	445.485	2.592	30.790184	-89.112297                                                                                                                    
