CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
221	44580	Sterling, IL Micro Area	2	1772158753	31836569	684.234	12.292	41.750571	-89.910957                                                                                                             
554	44620	Stevens Point, WI Micro Area	2	2074264258	56827212	800.878	21.941	44.476246	-89.49807                                                                                                         
488	44700	Stockton-Lodi, CA Metro Area	1	3606263159	88974329	1392.386	34.353	37.934982	-121.272244                                                                                                      
310	44780	Sturgis, MI Micro Area	2	1296536370	52915576	500.596	20.431	41.911488	-85.52287                                                                                                               
206	44860	Sulphur Springs, TX Micro Area	2	1987276095	65992861	767.292	25.48	33.148967	-95.565434                                                                                                       
470	44900	Summerville, GA Micro Area	2	811512396	570806	313.327	0.22	34.474178	-85.345289                                                                                                               
482	44920	Summit Park, UT Micro Area	2	4844778489	26615946	1870.58	10.276	40.87206	-110.968486                                                                                                          
146	44980	Sunbury, PA Micro Area	2	1186219239	50572288	458.002	19.526	40.851524	-76.709877                                                                                                              
532	45060	Syracuse, NY Metro Area	1	6176851708	1020677306	2384.896	394.086	43.006516	-76.196134                                                                                                         
538	45140	Tahlequah, OK Micro Area	2	1940678810	69903540	749.3	26.99	35.904367	-94.996796                                                                                                               
142	45180	Talladega-Sylacauga, AL Micro Area	2	3594107754	100913637	1387.693	38.963	33.186086	-86.197757                                                                                                
533	45220	Tallahassee, FL Metro Area	1	6183909498	556747327	2387.621	214.961	30.386425	-84.28041                                                                                                        
522	45380	Taylorville, IL Micro Area	2	1837575850	16221210	709.492	6.263	39.545524	-89.279593                                                                                                           
422	45540	The Villages, FL Metro Area	1	1442915229	58825881	557.113	22.713	28.714101	-82.074347                                                                                                         
122	45580	Thomaston, GA Micro Area	2	837774875	10585407	323.467	4.087	32.881837	-84.292283                                                                                                              
248	45660	Tiffin, OH Micro Area	2	1427151733	4576816	551.026	1.767	41.119992	-83.127547                                                                                                                 
534	45780	Toledo, OH Metro Area	1	3531068911	673993775	1363.353	260.23	41.544357	-83.690777                                                                                                             
408	45860	Torrington, CT Micro Area	2	2384116952	62334525	920.513	24.067	41.791883	-73.235404                                                                                                           
408	45940	Trenton, NJ Metro Area	1	581281416	11451147	224.434	4.421	40.282503	-74.703724                                                                                                                
472	46020	Truckee-Grass Valley, CA Micro Area	2	2480587324	41531993	957.76	16.036	39.297508	-120.771343                                                                                                 
536	46060	Tucson, AZ Metro Area	1	23794796847	5251370	9187.223	2.028	32.128043	-111.783657                                                                                                              
538	46140	Tulsa, OK Metro Area	1	16238554204	492994165	6269.741	190.346	36.254429	-96.177329                                                                                                            
540	46340	Tyler, TX Metro Area	1	2386603414	73164513	921.473	28.249	32.375105	-95.268939                                                                                                                
362	46460	Union City, TN-KY Micro Area	2	1944513456	91527120	750.781	35.339	36.408823	-89.162683                                                                                                        
212	46500	Urbana, OH Micro Area	2	1111090193	2173112	428.994	0.839	40.132775	-83.767604                                                                                                                 
488	46700	Vallejo-Fairfield, CA Metro Area	1	2128327622	218699936	821.752	84.441	38.267226	-121.939594                                                                                                  
194	46740	Valley, AL Micro Area	2	1545085607	16971701	596.561	6.553	32.915504	-85.394032                                                                                                                
338	46780	Van Wert, OH Micro Area	2	1059702141	3278633	409.153	1.266	40.85552	-84.585775                                                                                                                
512	46820	Vermillion, SD Micro Area	2	1067154415	13955948	412.031	5.388	42.91615	-96.980468                                                                                                             
298	46980	Vicksburg, MS Micro Area	2	2786652145	113505418	1075.932	43.825	32.18176	-90.876125                                                                                                           
544	47020	Victoria, TX Metro Area	1	4491343521	36475959	1734.118	14.083	28.731455	-97.196993                                                                                                            
428	47220	Vineland-Bridgeton, NJ Metro Area	1	1251898433	503712952	483.361	194.485	39.328434	-75.121628                                                                                                 
545	47260	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	1	6948188759	3237966842	2682.711	1250.186	36.856081	-76.373791                                                                          
546	47300	Visalia-Porterville, CA Metro Area	1	12495083015	37014644	4824.379	14.291	36.228834	-118.781055                                                                                               
244	47420	Wahpeton, ND-MN Micro Area	2	5663688401	25518465	2186.762	9.853	46.29395	-96.790701                                                                                                           
338	47540	Wapakoneta, OH Micro Area	2	1039605845	1339586	401.394	0.517	40.561309	-84.224018                                                                                                             
356	47580	Warner Robins, GA Metro Area	1	2008755368	17732737	775.585	6.847	32.401594	-83.635095                                                                                                         
312	47660	Warrensburg, MO Micro Area	2	2147770686	10185875	829.259	3.933	38.741528	-93.811863                                                                                                           
274	47820	Washington, NC Micro Area	2	2154800548	338964099	831.973	130.875	35.482313	-76.842014                                                                                                         
548	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	1	16179413043	1125098641	6246.907	434.403	38.816928	-77.448228                                                                        
198	47920	Washington Court House, OH Micro Area	2	1052469899	1694038	406.361	0.654	39.555246	-83.461893                                                                                                 
376	48020	Watertown-Fort Atkinson, WI Micro Area	2	1441239975	68054125	556.466	26.276	43.013804	-88.773985                                                                                              
554	48140	Wausau, WI Metro Area	1	4002224342	80462463	1545.268	31.067	44.898036	-89.757823                                                                                                              
430	48260	Weirton-Steubenville, WV-OH Metro Area	1	1502028336	29928465	579.936	11.555	40.388914	-80.701966                                                                                              
200	48500	West Point, MS Micro Area	2	1062066008	15393112	410.066	5.943	33.65967	-88.782468                                                                                                             
376	48580	Whitewater-Elkhorn, WI Micro Area	2	1438568339	54798005	555.434	21.158	42.66811	-88.541731                                                                                                    
556	48620	Wichita, KS Metro Area	1	12980777172	93441793	5011.906	36.078	37.629831	-97.398832                                                                                                            
558	48700	Williamsport, PA Metro Area	1	3182452445	39065507	1228.752	15.083	41.343882	-77.055262                                                                                                        
178	48940	Wilmington, OH Micro Area	2	1058489017	9349888	408.685	3.61	39.430301	-83.795543                                                                                                              
468	48980	Wilson, NC Micro Area	2	952012785	14332690	367.574	5.534	35.700357	-77.921598                                                                                                                 
548	49020	Winchester, VA-WV Metro Area	1	2752527002	16910553	1062.757	6.529	39.272974	-78.471828                                                                                                        
268	49180	Winston-Salem, NC Metro Area	1	5202265664	81452561	2008.606	31.449	36.078852	-80.345064                                                                                                       
554	49220	Wisconsin Rapids-Marshfield, WI Micro Area	2	2053895941	42053623	793.014	16.237	44.461413	-90.038825                                                                                          
148	49340	Worcester, MA-CT Metro Area	1	5241042553	198926981	2023.578	76.806	42.217311	-71.925535                                                                                                       
276	49620	York-Hanover, PA Metro Area	1	2341882851	16941832	904.206	6.541	39.921751	-76.728889                                                                                                          
566	49660	Youngstown-Warren-Boardman, OH-PA Metro Area	1	4408488293	109387137	1702.127	42.235	41.23646	-80.561784                                                                                       
472	49700	Yuba City, CA Metro Area	1	3197460372	46298588	1234.546	17.876	39.160969	-121.511833                                                                                                          
198	49780	Zanesville, OH Micro Area	2	1721160806	20828719	664.544	8.042	39.966046	-81.943506                                                                                                            
	19000	Cullowhee, NC Micro Area	2	1272183341	9754291	491.193	3.766	35.281052	-83.119962                                                                                                                 
	45000	Susanville, CA Micro Area	2	11761615592	463426051	4541.185	178.93	40.721086	-120.629952                                                                                                          
	11020	Altoona, PA Metro Area	1	1361819110	3281614	525.801	1.267	40.497922	-78.310636                                                                                                                   
	17020	Chico, CA Metro Area	1	4238438186	105311003	1636.47	40.661	39.665959	-121.601919                                                                                                                 
	26020	Hobbs, NM Micro Area	2	11373850144	8360723	4391.468	3.228	32.795687	-103.413271                                                                                                                  
	27020	Iron Mountain, MI-WI Micro Area	2	3235077594	64617584	1249.07	24.949	45.947703	-88.080959                                                                                                        
	30020	Lawton, OK Metro Area	1	4408014169	61426400	1701.944	23.717	34.52911	-98.430917                                                                                                                  
	35020	Natchez, MS-LA Micro Area	2	3002636552	195603628	1159.325	75.523	31.481833	-91.525331                                                                                                            
	44020	Spirit Lake, IA Micro Area	2	985542266	60712925	380.52	23.441	43.389611	-95.196057                                                                                                               
	42020	San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area	1	8548611925	815519172	3300.638	314.874	35.385224	-120.447544                                                                           
	45020	Sweetwater, TX Micro Area	2	2362061743	5052159	911.997	1.951	32.312338	-100.418108                                                                                                               
	11060	Altus, OK Micro Area	2	2078855906	4114418	802.651	1.589	34.594006	-99.412235                                                                                                                     
	15060	Brookings, OR Micro Area	2	4217488409	934615927	1628.381	360.857	42.466439	-124.210929                                                                                                           
	19060	Cumberland, MD-WV Metro Area	1	1942630500	18308978	750.054	7.069	39.532185	-78.807082                                                                                                            
	16060	Carbondale-Marion, IL Metro Area	1	2601002298	110018651	1004.253	42.478	37.757331	-89.193181                                                                                                     
	20060	Douglas, GA Micro Area	2	1534043690	26812415	592.298	10.352	31.549245	-82.84494                                                                                                                  
	25060	Gulfport-Biloxi-Pascagoula, MS Metro Area	1	4585321733	2099068586	1770.403	810.455	30.430245	-88.979736                                                                                          
	28060	Kalispell, MT Micro Area	2	13175685558	437273933	5087.161	168.832	48.314678	-114.054295                                                                                                          
	30060	Lebanon, MO Micro Area	2	1980565858	8515354	764.701	3.288	37.659698	-92.594843                                                                                                                   
	35060	Natchitoches, LA Micro Area	2	3243376636	120998331	1252.275	46.718	31.732551	-93.082611                                                                                                          
	37060	Oxford, MS Micro Area	2	1636080577	123113347	631.694	47.534	34.349298	-89.485903                                                                                                                 
	39060	Pottsville, PA Micro Area	2	2016645874	10834898	778.631	4.183	40.703682	-76.217788                                                                                                               
	38060	Phoenix-Mesa-Scottsdale, AZ Metro Area	1	37723407743	86581322	14565.09	33.429	33.185765	-112.067862                                                                                              
	40060	Richmond, VA Metro Area	1	11850707826	327219190	4575.584	126.34	37.460057	-77.473869                                                                                                             
	48060	Watertown-Fort Drum, NY Metro Area	1	3285906470	1524628784	1268.696	588.662	43.996389	-76.052968                                                                                                 
	47080	Vidalia, GA Micro Area	2	1567340020	27279510	605.153	10.533	32.154218	-82.411379                                                                                                                 
	49080	Winnemucca, NV Micro Area	2	24969533292	44196978	9640.791	17.065	41.407914	-118.127591                                                                                                           
	10100	Aberdeen, SD Micro Area	2	7353004578	111384297	2839.011	43.006	45.519435	-98.7007                                                                                                                
	15100	Brookings, SD Micro Area	2	2051808172	32967600	792.208	12.729	44.376675	-96.797797                                                                                                               
	18100	Columbus, NE Micro Area	2	1745910544	27167484	674.1	10.489	41.576866	-97.513467                                                                                                                  
	16100	Carlsbad-Artesia, NM Micro Area	2	10816898665	56282426	4176.428	21.731	32.457835	-104.306434                                                                                                     
	25100	Guymon, OK Micro Area	2	5286926132	19215614	2041.294	7.419	36.746317	-101.483855                                                                                                                 
	27100	Jackson, MI Metro Area	1	1817861892	55976398	701.88	21.613	42.248474	-84.420868                                                                                                                  
	29100	La Crosse-Onalaska, WI-MN Metro Area	1	2599862716	116604771	1003.813	45.021	43.783246	-91.318743                                                                                                 
	32100	Marquette, MI Micro Area	2	4685391001	4185367735	1809.04	1615.98	46.656596	-87.584028                                                                                                            
	36100	Ocala, FL Metro Area	1	4113955311	192320562	1588.407	74.255	29.202805	-82.0431                                                                                                                   
	41100	St. George, UT Metro Area	1	6287037057	7781671	2427.439	3.005	37.262531	-113.4878                                                                                                                
	43100	Sheboygan, WI Metro Area	1	1324851063	1967647733	511.528	759.713	43.741232	-87.731516                                                                                                            
	46100	Tullahoma-Manchester, TN Micro Area	2	2881814336	72642095	1112.675	28.047	35.303085	-86.111905                                                                                                   
	48100	Wauchula, FL Micro Area	2	1651329788	1439673	637.582	0.556	27.492846	-81.82158                                                                                                                   
	49100	Winona, MN Micro Area	2	1621638202	40051923	626.118	15.464	43.982268	-91.776708                                                                                                                  
	21120	Elk City, OK Micro Area	2	2335695176	5513622	901.817	2.129	35.270601	-99.690057                                                                                                                  
	11140	Americus, GA Micro Area	2	1682917306	27601275	649.778	10.657	32.098355	-84.224304                                                                                                                
	10140	Aberdeen, WA Micro Area	2	4924421612	834689898	1901.33	322.276	47.113732	-123.826735                                                                                                             
	14140	Bluefield, WV-VA Micro Area	2	2428776657	7355098	937.756	2.84	37.248463	-81.359375                                                                                                               
	13140	Beaumont-Port Arthur, TX Metro Area	1	7859105398	764160903	3034.418	295.044	30.347833	-94.120371                                                                                                 
	16140	Carroll, IA Micro Area	2	1474835098	2145349	569.437	0.828	42.039492	-94.867647                                                                                                                   
	20140	Dublin, GA Micro Area	2	2875704812	38195564	1110.316	14.747	32.530337	-82.856611                                                                                                                 
	22140	Farmington, NM Metro Area	1	14289489115	54969313	5517.203	21.224	36.511624	-108.324578                                                                                                           
	24140	Goldsboro, NC Metro Area	1	1434638262	9855191	553.917	3.805	35.35419	-78.00867                                                                                                                   
	26140	Homosassa Springs, FL Metro Area	1	1507142282	495547943	581.911	191.332	28.84364	-82.52481                                                                                                       
	32140	Marshall, MN Micro Area	2	1850315129	18794794	714.411	7.257	44.409195	-95.847268                                                                                                                 
	39140	Prescott, AZ Metro Area	1	21039796371	11501576	8123.511	4.441	34.631071	-112.577225                                                                                                              
	27160	Jackson, OH Micro Area	2	1088598928	3167846	420.31	1.223	39.013477	-82.614142                                                                                                                    
	10180	Abilene, TX Metro Area	1	7105577213	36847511	2743.479	14.227	32.452022	-99.718743                                                                                                                
	14180	Blytheville, AR Micro Area	2	2332480077	49826384	900.576	19.238	35.766944	-90.052207                                                                                                             
	19180	Danville, IL Metro Area	1	2326560311	7531159	898.29	2.908	40.186754	-87.726778                                                                                                                   
	21180	Elkins, WV Micro Area	2	2692810852	667359	1039.7	0.258	38.781095	-79.867788                                                                                                                      
	28180	Kapaa, HI Micro Area	2	1605492325	1674244229	619.884	646.429	22.012038	-159.705965                                                                                                               
	33180	Middlesborough, KY Micro Area	2	929966391	5321107	359.062	2.054	36.72268	-83.681039                                                                                                              
	32180	Marshall, MO Micro Area	2	1956717078	29587347	755.493	11.424	39.13584	-93.204164                                                                                                                 
	38180	Pierre, SD Micro Area	2	8269008932	506091616	3192.682	195.403	44.498505	-100.370545                                                                                                              
	40180	Riverton, WY Micro Area	2	23785388824	212768588	9183.59	82.15	43.054831	-108.608935                                                                                                              
	46180	Tupelo, MS Micro Area	2	3834502441	36612567	1480.51	14.136	34.268271	-88.682907                                                                                                                  
	47180	Vincennes, IN Micro Area	2	1336511196	20758105	516.03	8.015	38.688391	-87.420354                                                                                                                 
	48180	Waycross, GA Micro Area	2	3210605480	30031609	1239.622	11.595	31.133114	-82.36865                                                                                                                
	17200	Claremont-Lebanon, NH-VT Micro Area	2	10108071424	175628673	3902.748	67.811	43.785726	-72.159142                                                                                                 
	25200	Hailey, ID Micro Area	2	12725481361	67792909	4913.336	26.175	43.325486	-114.19734                                                                                                                
	42200	Santa Maria-Santa Barbara, CA Metro Area	1	7083976828	2729838280	2735.139	1053.996	34.537057	-120.039973                                                                                         
	10220	Ada, OK Micro Area	2	1865885645	12421414	720.423	4.796	34.721445	-96.69197                                                                                                                       
	15220	Brownwood, TX Micro Area	2	2446120250	32375524	944.452	12.5	31.764137	-98.998456                                                                                                                 
	13220	Beckley, WV Metro Area	1	3281438988	27775053	1266.971	10.724	37.905325	-81.164436                                                                                                                
	17220	Clarksburg, WV Micro Area	2	2353008068	10804017	908.502	4.171	39.28835	-80.43153                                                                                                                 
	16220	Casper, WY Metro Area	1	13831895231	91002382	5340.525	35.136	42.977645	-106.768219                                                                                                               
	20220	Dubuque, IA Metro Area	1	1575487979	21138781	608.299	8.162	42.463481	-90.878771                                                                                                                  
	19220	Danville, KY Micro Area	2	1329163962	15643340	513.193	6.04	37.507848	-84.735684                                                                                                                  
	21220	Elko, NV Micro Area	2	55282984903	96860115	21344.881	37.398	40.906086	-115.554577                                                                                                                
	22220	Fayetteville-Springdale-Rogers, AR-MO Metro Area	1	8192923979	128927174	3163.306	49.779	36.197633	-94.119897                                                                                     
	24220	Grand Forks, ND-MN Metro Area	1	8824486378	78063939	3407.153	30.141	47.835929	-96.842681                                                                                                         
	26220	Hood River, OR Micro Area	2	1352203431	29040464	522.089	11.213	45.511775	-121.655976                                                                                                             
	27220	Jackson, WY-ID Micro Area	2	11514924251	573733352	4445.937	221.52	44.048662	-110.426075                                                                                                          
	31220	Ludington, MI Micro Area	2	1281971751	1935608089	494.972	747.342	43.996636	-86.750814                                                                                                            
	34220	Moultrie, GA Micro Area	2	1416784215	24904291	547.023	9.616	31.189707	-83.769773                                                                                                                 
	39220	Price, UT Micro Area	2	3831067717	15844443	1479.184	6.118	39.673284	-110.588484                                                                                                                  
	40220	Roanoke, VA Metro Area	1	4836999128	72197976	1867.576	27.876	37.286226	-79.946935                                                                                                                
	46220	Tuscaloosa, AL Metro Area	1	7371810153	133659921	2846.272	51.606	33.160611	-87.715166                                                                                                            
	48220	Weatherford, OK Micro Area	2	2561032751	34321689	988.82	13.252	35.645601	-98.997386                                                                                                              
	23240	Fredericksburg, TX Micro Area	2	2740719114	9012764	1058.198	3.48	30.325091	-98.941851                                                                                                            
	38240	Pinehurst-Southern Pines, NC Micro Area	2	1806977326	20720875	697.678	8.	35.308272	-79.492725                                                                                                    
	47240	Vineyard Haven, MA Micro Area	2	267300554	1004283994	103.205	387.756	41.38097	-70.701499                                                                                                         
	12260	Augusta-Richmond County, GA-SC Metro Area	1	9014841786	262632338	3480.65	101.403	33.460371	-81.982833                                                                                            
	11260	Anchorage, AK Metro Area	1	68427984395	2072371668	26420.194	800.147	62.212784	-149.678222                                                                                                        
	15260	Brunswick, GA Metro Area	1	3351230924	809179139	1293.918	312.426	31.301739	-81.588909                                                                                                            
	18260	Cookeville, TN Micro Area	2	2960951070	35466926	1143.23	13.694	36.277251	-85.468501                                                                                                              
	16260	Cedar City, UT Micro Area	2	8537474421	11390956	3296.337	4.398	37.909304	-113.30674                                                                                                              
	17260	Clarksdale, MS Micro Area	2	1430939219	79418660	552.489	30.664	34.22867	-90.603165                                                                                                               
	19260	Danville, VA Micro Area	2	2620550184	26245216	1011.8	10.133	36.811853	-79.400122                                                                                                                 
	20260	Duluth, MN-WI Metro Area	1	21790534228	2074835635	8413.373	801.099	47.329703	-92.37627                                                                                                           
	21260	Ellensburg, WA Micro Area	2	5949976986	92436008	2297.299	35.69	47.124441	-120.676709                                                                                                             
	22260	Fergus Falls, MN Micro Area	2	5107063593	654473685	1971.848	252.694	46.405727	-95.714581                                                                                                         
	24260	Grand Island, NE Metro Area	1	5551584109	66761666	2143.479	25.777	41.038567	-98.272835                                                                                                           
	26260	Hope, AR Micro Area	2	3484461191	42626471	1345.358	16.458	33.700708	-93.499761                                                                                                                   
	28260	Kearney, NE Micro Area	2	3844742679	18867947	1484.464	7.285	40.739145	-99.031556                                                                                                                 
	31260	Lufkin, TX Micro Area	2	2066245670	173333993	797.782	66.925	31.251951	-94.611056                                                                                                                 
	29260	La Grande, OR Micro Area	2	5275598331	4989942	2036.92	1.927	45.304081	-117.999149                                                                                                                
	34260	Mountain Home, AR Micro Area	2	1435438304	84171718	554.226	32.499	36.280268	-92.329949                                                                                                           
	32260	Marshalltown, IA Micro Area	2	1482776065	1803080	572.503	0.696	42.041691	-92.981452                                                                                                              
	38260	Pittsburg, KS Micro Area	2	1527498199	13574680	589.77	5.241	37.505821	-94.853897                                                                                                                 
	41260	St. Marys, PA Micro Area	2	2142856004	12818652	827.361	4.949	41.427332	-78.653937                                                                                                                
	43260	Sheridan, WY Micro Area	2	6535475109	7986330	2523.361	3.084	44.781369	-106.881211                                                                                                                
	44260	Starkville, MS Micro Area	2	1186831624	9568768	458.238	3.695	33.422313	-88.876151                                                                                                                
	49260	Woodward, OK Micro Area	2	3217798484	9693376	1242.399	3.743	36.425619	-99.273661                                                                                                                 
	12300	Augusta-Waterville, ME Micro Area	2	2246734964	216795655	867.469	83.705	44.417012	-69.765764                                                                                                     
	13300	Beeville, TX Micro Area	2	2279809496	246409	880.239	0.095	28.416077	-97.742586                                                                                                                   
	18300	Coos Bay, OR Micro Area	2	4133714965	544726576	1596.036	210.32	43.18591	-124.094133                                                                                                              
	17300	Clarksville, TN-KY Metro Area	1	4398407750	132001057	1698.235	50.966	36.749207	-87.558283                                                                                                        
	20300	Dumas, TX Micro Area	2	2330207187	25699789	899.698	9.923	35.835676	-101.890502                                                                                                                   
	24300	Grand Junction, CO Metro Area	1	8621899288	31440501	3328.934	12.139	39.019421	-108.461893                                                                                                        
	28300	Keene, NH Micro Area	2	1830367249	57589032	706.709	22.235	42.92546	-72.248183                                                                                                                    
	30300	Lewiston, ID-WA Metro Area	1	3844583740	32528646	1484.402	12.559	46.251696	-116.925017                                                                                                           
	32300	Martinsville, VA Micro Area	2	1018658917	5405708	393.306	2.087	36.682503	-79.872564                                                                                                              
	33300	Milledgeville, GA Micro Area	2	1890085578	42282709	729.766	16.325	33.198527	-83.091149                                                                                                           
	36300	Ogdensburg-Massena, NY Micro Area	2	6939274584	367900953	2679.269	142.047	44.488112	-75.074311                                                                                                   
	37300	Palestine, TX Micro Area	2	2752198848	39810264	1062.63	15.371	31.841261	-95.661726                                                                                                               
	42300	Sault Ste. Marie, MI Micro Area	2	4036515588	2952489037	1558.507	1139.962	46.321819	-84.52063                                                                                                    
	45300	Tampa-St. Petersburg-Clearwater, FL Metro Area	1	6513929198	2114173002	2515.042	816.287	28.125907	-82.465286                                                                                     
	46300	Twin Falls, ID Metro Area	1	6524657692	31157724	2519.185	12.03	42.440397	-114.568729                                                                                                             
	49300	Wooster, OH Micro Area	2	1437096032	5046259	554.866	1.948	40.829661	-81.887194                                                                                                                   
	48300	Wenatchee, WA Metro Area	1	12277658519	266186967	4740.431	102.775	47.76611	-120.270197                                                                                                           
	43320	Show Low, AZ Micro Area	2	25770094216	24078113	9949.889	9.297	35.390785	-110.321025                                                                                                              
	24330	Grand Rapids, MN Micro Area	2	6908319602	674844733	2667.317	260.559	47.490817	-93.611102                                                                                                         
	17340	Clearlake, CA Micro Area	2	3254364315	188836455	1256.517	72.91	39.094802	-122.746757                                                                                                             
	20340	Duncan, OK Micro Area	2	2253930694	54690957	870.248	21.116	34.481361	-97.855607                                                                                                                  
	22340	Fitzgerald, GA Micro Area	2	647813388	9803109	250.122	3.785	31.740772	-83.147197                                                                                                                 
	26340	Houghton, MI Micro Area	2	4012441637	15329028158	1549.212	5918.571	47.681974	-88.148797                                                                                                          
	27340	Jacksonville, NC Metro Area	1	1973417749	371022642	761.941	143.253	34.763109	-77.499469                                                                                                          
	31340	Lynchburg, VA Metro Area	1	5491925729	68559452	2120.444	26.471	37.364926	-79.216689                                                                                                              
	32340	Maryville, MO Micro Area	2	2271326619	2361588	876.964	0.912	40.361136	-94.883146                                                                                                                 
	36340	Oil City, PA Micro Area	2	1746387665	22149577	674.284	8.552	41.400714	-79.765813                                                                                                                 
	37340	Palm Bay-Melbourne-Titusville, FL Metro Area	1	2629306677	1403367455	1015.181	541.843	28.298678	-80.700534                                                                                       
	38340	Pittsfield, MA Metro Area	1	2400595902	50712902	926.875	19.58	42.371493	-73.217928                                                                                                               
	43340	Shreveport-Bossier City, LA Metro Area	1	8258749961	323055609	3188.721	124.732	32.490638	-93.671191                                                                                              
	45340	Taos, NM Micro Area	2	5704119381	3383128	2202.373	1.306	36.576529	-105.637986                                                                                                                    
	47340	Wabash, IN Micro Area	2	1068458874	21863329	412.534	8.441	40.843747	-85.795192                                                                                                                   
	10380	Aguadilla-Isabela, PR Metro Area	1	1222527904	358908896	472.021	138.576	18.356965	-67.007895                                                                                                     
	11380	Andrews, TX Micro Area	2	3886850264	957039	1500.721	0.37	32.312258	-102.640206                                                                                                                   
	13380	Bellingham, WA Metro Area	1	5459429045	1028151220	2107.897	396.971	48.842653	-121.836432                                                                                                         
	14380	Boone, NC Micro Area	2	809160417	2332259	312.419	0.9	36.235368	-81.709888                                                                                                                        
	18380	Cordele, GA Micro Area	2	706189044	21457002	272.661	8.285	31.915149	-83.753531                                                                                                                   
	21380	Emporia, KS Micro Area	2	2194985525	20534528	847.489	7.928	38.455403	-96.161641                                                                                                                  
	23380	Fremont, OH Micro Area	2	1057893266	23971931	408.455	9.256	41.355319	-83.142776                                                                                                                  
	22380	Flagstaff, AZ Metro Area	1	48222143094	110123852	18618.674	42.519	35.829692	-111.773728                                                                                                          
	26380	Houma-Thibodaux, LA Metro Area	1	5952267232	3244693302	2298.183	1252.783	29.33413	-90.843674                                                                                                     
	28380	Kennett, MO Micro Area	2	1401444949	15768932	541.101	6.088	36.306905	-90.065394                                                                                                                  
	30380	Lewistown, PA Micro Area	2	1064602268	9507393	411.045	3.671	40.601602	-77.651928                                                                                                                 
	32380	Mason City, IA Micro Area	2	2508205249	22368794	968.424	8.637	43.213732	-93.274339                                                                                                               
	31380	Macomb, IL Micro Area	2	1526558588	2012555	589.408	0.777	40.455808	-90.678954                                                                                                                    
	38380	Plainview, TX Micro Area	2	2602109438	246678	1004.68	0.095	34.068436	-101.822888                                                                                                                 
	42380	Sayre, PA Micro Area	2	2971797231	35229170	1147.417	13.602	41.791504	-76.502123                                                                                                                  
	46380	Ukiah, CA Micro Area	2	9081426659	962946207	3506.359	371.796	39.432388	-123.442881                                                                                                               
	47380	Waco, TX Metro Area	1	4668677780	81577692	1802.587	31.497	31.427226	-97.093473                                                                                                                   
	49380	Worthington, MN Micro Area	2	1852084984	19315966	715.094	7.458	43.677686	-95.763132                                                                                                              
	12420	Austin-Round Rock, TX Metro Area	1	10933857595	151507606	4221.586	58.497	30.239513	-97.69127                                                                                                     
	13420	Bemidji, MN Micro Area	2	6487155243	1426286994	2504.705	550.693	47.879508	-95.00505                                                                                                              
	15420	Burley, ID Micro Area	2	8605506235	53089140	3322.605	20.498	42.369199	-113.642424                                                                                                                
	16420	Central City, KY Micro Area	2	1210451478	31188652	467.358	12.042	37.213816	-87.134092                                                                                                            
